Time,CO₂(ppm),Temperature(°C),Humidity(%),Pressure(hPa)
1/15/2021 7:45:06 a. m.,"377","22.7","33","947"
1/15/2021 7:46:06 a. m.,"381","22.7","33","947"
1/15/2021 7:47:06 a. m.,"380","22.8","33","947"
1/15/2021 7:48:06 a. m.,"385","22.8","33","947"
1/15/2021 7:49:06 a. m.,"372","22.8","33","947"
1/15/2021 7:50:06 a. m.,"378","22.8","33","947"
1/15/2021 7:51:06 a. m.,"380","22.8","33","947"
1/15/2021 7:52:06 a. m.,"400","22.8","33","947"
1/15/2021 7:53:06 a. m.,"379","22.9","33","947"
1/15/2021 7:54:06 a. m.,"392","22.9","33","947"
1/15/2021 7:55:06 a. m.,"383","22.9","33","947"
1/15/2021 7:56:06 a. m.,"369","23.0","33","947"
1/15/2021 7:57:06 a. m.,"369","23.0","32","947"
1/15/2021 7:58:06 a. m.,"378","23.0","32","947"
1/15/2021 7:59:06 a. m.,"392","23.1","32","947"
1/15/2021 8:00:06 a. m.,"380","23.1","32","947"
1/15/2021 8:01:06 a. m.,"379","23.1","32","947"
1/15/2021 8:02:06 a. m.,"358","23.1","32","947"
1/15/2021 8:03:06 a. m.,"379","23.2","32","947"
1/15/2021 8:04:06 a. m.,"382","23.2","32","947"
1/15/2021 8:05:06 a. m.,"388","23.2","32","947"
1/15/2021 8:06:06 a. m.,"388","23.3","32","947"
1/15/2021 8:07:06 a. m.,"370","23.3","32","947"
1/15/2021 8:08:06 a. m.,"378","23.3","32","947"
1/15/2021 8:09:06 a. m.,"375","23.3","32","947"
1/15/2021 8:10:06 a. m.,"381","23.4","32","947"
1/15/2021 8:11:06 a. m.,"377","23.4","32","947"
1/15/2021 8:12:06 a. m.,"389","23.4","32","947"
1/15/2021 8:13:06 a. m.,"380","23.4","32","947"
1/15/2021 8:14:06 a. m.,"375","23.5","32","947"
1/15/2021 8:15:06 a. m.,"399","23.5","32","947"
1/15/2021 8:16:06 a. m.,"380","23.5","32","947"
1/15/2021 8:17:06 a. m.,"392","23.6","32","947"
1/15/2021 8:18:06 a. m.,"381","23.6","32","947"
1/15/2021 8:19:06 a. m.,"385","23.6","32","947"
1/15/2021 8:20:06 a. m.,"387","23.6","32","947"
1/15/2021 8:21:06 a. m.,"383","23.6","32","947"
1/15/2021 8:22:06 a. m.,"387","23.6","32","947"
1/15/2021 8:23:06 a. m.,"391","23.6","32","947"
1/15/2021 8:24:06 a. m.,"390","23.6","32","947"
1/15/2021 8:25:06 a. m.,"387","23.6","32","947"
1/15/2021 8:26:06 a. m.,"390","23.7","32","947"
1/15/2021 8:27:06 a. m.,"374","23.6","32","947"
1/15/2021 8:28:06 a. m.,"395","23.6","32","947"
1/15/2021 8:29:06 a. m.,"375","23.6","32","947"
1/15/2021 8:30:06 a. m.,"371","23.6","32","947"
1/15/2021 8:31:06 a. m.,"389","23.7","32","947"
1/15/2021 8:32:06 a. m.,"381","23.7","32","947"
1/15/2021 8:33:06 a. m.,"384","23.7","32","947"
1/15/2021 8:34:06 a. m.,"390","23.7","32","947"
1/15/2021 8:35:06 a. m.,"391","23.7","32","947"
1/15/2021 8:36:06 a. m.,"372","23.7","32","947"
1/15/2021 8:37:06 a. m.,"383","23.7","32","947"
1/15/2021 8:38:06 a. m.,"382","23.7","32","947"
1/15/2021 8:39:06 a. m.,"401","23.7","32","947"
1/15/2021 8:40:06 a. m.,"380","23.8","32","947"
1/15/2021 8:41:06 a. m.,"375","23.8","32","947"
1/15/2021 8:42:06 a. m.,"374","23.8","32","947"
1/15/2021 8:43:06 a. m.,"390","23.8","32","947"
1/15/2021 8:44:06 a. m.,"379","23.8","32","947"
1/15/2021 8:45:06 a. m.,"380","23.9","32","947"
1/15/2021 8:46:06 a. m.,"378","23.9","32","947"
1/15/2021 8:47:06 a. m.,"390","23.9","32","947"
1/15/2021 8:48:06 a. m.,"384","23.9","32","947"
1/15/2021 8:49:06 a. m.,"381","23.9","32","947"
1/15/2021 8:50:06 a. m.,"383","23.9","32","947"
1/15/2021 8:51:06 a. m.,"386","24.0","32","947"
1/15/2021 8:52:06 a. m.,"374","24.0","32","947"
1/15/2021 8:53:06 a. m.,"378","23.9","32","947"
1/15/2021 8:54:06 a. m.,"385","24.0","32","947"
1/15/2021 8:55:06 a. m.,"382","24.0","31","947"
1/15/2021 8:56:06 a. m.,"374","24.0","31","947"
1/15/2021 8:57:06 a. m.,"383","24.0","31","947"
1/15/2021 8:58:06 a. m.,"387","24.0","31","947"
1/15/2021 8:59:06 a. m.,"371","24.0","31","947"
1/15/2021 9:00:06 a. m.,"377","24.0","31","947"
1/15/2021 9:01:06 a. m.,"367","24.0","31","947"
1/15/2021 9:02:06 a. m.,"370","24.1","31","947"
1/15/2021 9:03:06 a. m.,"379","24.1","31","947"
1/15/2021 9:04:06 a. m.,"383","24.1","31","947"
1/15/2021 9:05:06 a. m.,"375","24.1","31","947"
1/15/2021 9:06:06 a. m.,"404","24.1","31","947"
1/15/2021 9:07:06 a. m.,"526","24.1","33","947"
1/15/2021 9:08:06 a. m.,"466","24.2","32","947"
1/15/2021 9:09:06 a. m.,"460","24.2","32","947"
1/15/2021 9:10:06 a. m.,"440","24.2","32","947"
1/15/2021 9:11:06 a. m.,"418","24.2","32","947"
1/15/2021 9:12:06 a. m.,"424","24.3","32","947"
1/15/2021 9:13:06 a. m.,"404","24.3","32","947"
1/15/2021 9:14:06 a. m.,"405","24.3","32","947"
1/15/2021 9:15:06 a. m.,"412","24.4","32","947"
1/15/2021 9:16:06 a. m.,"424","24.4","32","947"
1/15/2021 9:17:06 a. m.,"402","24.4","32","947"
1/15/2021 9:18:06 a. m.,"420","24.4","32","947"
1/15/2021 9:19:06 a. m.,"424","24.4","32","947"
1/15/2021 9:20:06 a. m.,"439","24.5","31","947"
1/15/2021 9:21:06 a. m.,"418","24.5","31","947"
1/15/2021 9:22:06 a. m.,"411","24.5","31","947"
1/15/2021 9:23:06 a. m.,"402","24.5","31","946"
1/15/2021 9:24:06 a. m.,"389","24.5","31","946"
1/15/2021 9:25:06 a. m.,"398","24.5","31","946"
1/15/2021 9:26:06 a. m.,"409","24.5","31","946"
1/15/2021 9:27:06 a. m.,"402","24.6","31","947"
1/15/2021 9:28:06 a. m.,"391","24.5","31","946"
1/15/2021 9:29:06 a. m.,"404","24.6","31","946"
1/15/2021 9:30:06 a. m.,"414","24.6","31","946"
1/15/2021 9:31:06 a. m.,"406","24.6","31","946"
1/15/2021 9:32:06 a. m.,"403","24.6","31","946"
1/15/2021 9:33:06 a. m.,"388","24.6","31","946"
1/15/2021 9:34:06 a. m.,"380","24.7","31","946"
1/15/2021 9:35:06 a. m.,"379","24.7","31","946"
1/15/2021 9:36:06 a. m.,"381","24.7","30","946"
1/15/2021 9:37:06 a. m.,"384","24.6","30","946"
1/15/2021 9:38:06 a. m.,"386","24.6","30","946"
1/15/2021 9:39:06 a. m.,"387","24.6","30","946"
1/15/2021 9:40:06 a. m.,"383","24.6","30","946"
1/15/2021 9:41:06 a. m.,"386","24.6","30","946"
1/15/2021 9:42:06 a. m.,"368","24.6","30","946"
1/15/2021 9:43:06 a. m.,"381","24.6","30","946"
1/15/2021 9:44:06 a. m.,"388","24.6","30","946"
1/15/2021 9:45:06 a. m.,"378","24.6","30","946"
1/15/2021 9:46:06 a. m.,"389","24.6","30","946"
1/15/2021 9:47:06 a. m.,"378","24.6","30","946"
1/15/2021 9:48:06 a. m.,"399","24.6","30","946"
1/15/2021 9:49:06 a. m.,"419","24.6","30","946"
1/15/2021 9:50:06 a. m.,"417","24.7","30","946"
1/15/2021 9:51:06 a. m.,"397","24.7","30","946"
1/15/2021 9:52:06 a. m.,"409","24.7","30","946"
1/15/2021 9:53:06 a. m.,"411","24.7","30","946"
1/15/2021 9:54:06 a. m.,"408","24.8","30","946"
1/15/2021 9:55:06 a. m.,"408","24.8","30","946"
1/15/2021 9:56:06 a. m.,"395","24.8","30","946"
1/15/2021 9:57:06 a. m.,"391","24.8","30","946"
1/15/2021 9:58:06 a. m.,"401","24.8","30","946"
1/15/2021 9:59:06 a. m.,"406","24.8","30","946"
1/15/2021 10:00:06 a. m.,"379","24.8","30","946"
1/15/2021 10:01:06 a. m.,"399","24.8","30","946"
1/15/2021 10:02:06 a. m.,"393","24.8","30","946"
1/15/2021 10:03:06 a. m.,"402","24.9","30","946"
1/15/2021 10:04:06 a. m.,"410","24.9","30","946"
1/15/2021 10:05:06 a. m.,"396","24.9","30","946"
1/15/2021 10:06:06 a. m.,"430","24.9","30","946"
1/15/2021 10:07:06 a. m.,"400","24.9","30","946"
1/15/2021 10:08:06 a. m.,"415","25.0","30","946"
1/15/2021 10:09:06 a. m.,"408","24.9","30","946"
1/15/2021 10:10:06 a. m.,"391","25.0","30","946"
1/15/2021 10:11:06 a. m.,"399","25.0","30","946"
1/15/2021 10:12:06 a. m.,"392","25.0","30","946"
1/15/2021 10:13:06 a. m.,"389","25.0","30","946"
1/15/2021 10:14:06 a. m.,"377","25.0","30","946"
1/15/2021 10:15:06 a. m.,"407","25.0","30","946"
1/15/2021 10:16:06 a. m.,"379","25.0","30","946"
1/15/2021 10:17:06 a. m.,"387","25.0","30","946"
1/15/2021 10:18:06 a. m.,"402","25.0","30","946"
1/15/2021 10:19:06 a. m.,"424","25.0","30","946"
1/15/2021 10:20:06 a. m.,"402","25.0","30","946"
1/15/2021 10:21:06 a. m.,"398","25.0","30","946"
1/15/2021 10:22:06 a. m.,"421","25.0","30","946"
1/15/2021 10:23:06 a. m.,"401","25.0","30","946"
1/15/2021 10:24:06 a. m.,"420","25.0","30","946"
1/15/2021 10:25:06 a. m.,"426","25.0","30","946"
1/15/2021 10:26:06 a. m.,"435","25.0","30","946"
1/15/2021 10:27:06 a. m.,"410","25.0","30","946"
1/15/2021 10:28:06 a. m.,"412","25.0","30","946"
1/15/2021 10:29:06 a. m.,"405","25.0","30","946"
1/15/2021 10:30:06 a. m.,"405","25.0","30","946"
1/15/2021 10:31:06 a. m.,"406","25.0","30","946"
1/15/2021 10:32:06 a. m.,"411","25.0","30","946"
1/15/2021 10:33:06 a. m.,"445","25.0","30","946"
1/15/2021 10:34:06 a. m.,"625","25.1","31","946"
1/15/2021 10:35:06 a. m.,"577","25.1","31","946"
1/15/2021 10:36:06 a. m.,"503","25.1","30","946"
1/15/2021 10:37:06 a. m.,"460","25.1","30","946"
1/15/2021 10:38:06 a. m.,"440","25.1","30","946"
1/15/2021 10:39:06 a. m.,"476","25.1","31","946"
1/15/2021 10:40:06 a. m.,"483","25.1","30","946"
1/15/2021 10:41:06 a. m.,"450","25.1","30","946"
1/15/2021 10:42:06 a. m.,"429","25.2","30","946"
1/15/2021 10:43:06 a. m.,"428","25.2","30","946"
1/15/2021 10:44:06 a. m.,"412","25.2","30","946"
1/15/2021 10:45:06 a. m.,"410","25.2","30","946"
1/15/2021 10:46:06 a. m.,"407","25.2","30","946"
1/15/2021 10:47:06 a. m.,"402","25.2","30","946"
1/15/2021 10:48:06 a. m.,"421","25.2","30","946"
1/15/2021 10:49:06 a. m.,"410","25.2","30","946"
1/15/2021 10:50:06 a. m.,"417","25.2","30","946"
1/15/2021 10:51:06 a. m.,"453","25.3","30","946"
1/15/2021 10:52:06 a. m.,"427","25.3","30","946"
1/15/2021 10:53:06 a. m.,"415","25.3","30","946"
1/15/2021 10:54:06 a. m.,"417","25.3","30","946"
1/15/2021 10:55:06 a. m.,"404","25.3","30","946"
1/15/2021 10:56:06 a. m.,"410","25.3","30","946"
1/15/2021 10:57:06 a. m.,"401","25.3","30","946"
1/15/2021 10:58:06 a. m.,"417","25.3","30","946"
1/15/2021 10:59:06 a. m.,"418","25.3","30","946"
1/15/2021 11:00:06 a. m.,"417","25.3","30","946"
1/15/2021 11:01:06 a. m.,"426","25.4","30","946"
1/15/2021 11:02:06 a. m.,"419","25.4","30","946"
1/15/2021 11:03:06 a. m.,"419","25.4","30","946"
1/15/2021 11:04:06 a. m.,"418","25.4","30","946"
1/15/2021 11:05:06 a. m.,"591","25.4","30","946"
1/15/2021 11:06:06 a. m.,"624","25.5","30","946"
1/15/2021 11:07:06 a. m.,"524","25.5","30","946"
1/15/2021 11:08:06 a. m.,"476","25.5","30","946"
1/15/2021 11:09:06 a. m.,"467","25.5","30","946"
1/15/2021 11:10:06 a. m.,"451","25.5","30","946"
1/15/2021 11:11:06 a. m.,"468","25.5","30","946"
1/15/2021 11:12:06 a. m.,"463","25.5","30","946"
1/15/2021 11:13:06 a. m.,"440","25.5","30","946"
1/15/2021 11:14:06 a. m.,"425","25.5","30","946"
1/15/2021 11:15:06 a. m.,"399","25.5","30","946"
1/15/2021 11:16:06 a. m.,"417","25.6","30","946"
1/15/2021 11:17:06 a. m.,"412","25.6","30","946"
1/15/2021 11:18:06 a. m.,"396","25.6","30","946"
1/15/2021 11:19:06 a. m.,"413","25.6","30","946"
1/15/2021 11:20:06 a. m.,"413","25.6","30","946"
1/15/2021 11:21:06 a. m.,"408","25.6","30","946"
1/15/2021 11:22:06 a. m.,"439","25.6","30","946"
1/15/2021 11:23:06 a. m.,"418","25.6","30","946"
1/15/2021 11:24:06 a. m.,"409","25.6","30","946"
1/15/2021 11:25:06 a. m.,"419","25.6","30","946"
1/15/2021 11:26:06 a. m.,"398","25.6","30","946"
1/15/2021 11:27:06 a. m.,"419","25.7","30","946"
1/15/2021 11:28:06 a. m.,"428","25.7","30","946"
1/15/2021 11:29:06 a. m.,"419","25.7","30","946"
1/15/2021 11:30:06 a. m.,"439","25.7","30","946"
1/15/2021 11:31:06 a. m.,"417","25.7","30","946"
1/15/2021 11:32:06 a. m.,"407","25.7","30","946"
1/15/2021 11:33:06 a. m.,"414","25.8","30","946"
1/15/2021 11:34:06 a. m.,"428","25.8","30","946"
1/15/2021 11:35:06 a. m.,"429","25.8","30","946"
1/15/2021 11:36:06 a. m.,"447","25.9","30","946"
1/15/2021 11:37:06 a. m.,"467","25.9","30","946"
1/15/2021 11:38:06 a. m.,"493","25.9","30","946"
1/15/2021 11:39:06 a. m.,"515","25.9","30","946"
1/15/2021 11:40:06 a. m.,"536","26.0","30","946"
1/15/2021 11:41:06 a. m.,"562","26.0","30","946"
1/15/2021 11:42:06 a. m.,"592","26.0","30","946"
1/15/2021 11:43:06 a. m.,"613","26.1","30","946"
1/15/2021 11:44:06 a. m.,"625","26.1","30","946"
1/15/2021 11:45:06 a. m.,"650","26.1","30","946"
1/15/2021 11:46:06 a. m.,"690","26.1","30","946"
1/15/2021 11:47:06 a. m.,"719","26.1","31","946"
1/15/2021 11:48:06 a. m.,"763","26.2","31","946"
1/15/2021 11:49:06 a. m.,"765","26.2","31","946"
1/15/2021 11:50:06 a. m.,"785","26.2","31","946"
1/15/2021 11:51:06 a. m.,"823","26.2","31","946"
1/15/2021 11:52:06 a. m.,"820","26.3","31","946"
1/15/2021 11:53:06 a. m.,"848","26.3","31","946"
1/15/2021 11:54:06 a. m.,"881","26.3","31","946"
1/15/2021 11:55:06 a. m.,"922","26.3","31","946"
1/15/2021 11:56:06 a. m.,"928","26.4","31","946"
1/15/2021 11:57:06 a. m.,"965","26.4","32","946"
1/15/2021 11:58:06 a. m.,"944","26.4","32","946"
1/15/2021 11:59:06 a. m.,"1054","26.4","32","946"
1/15/2021 12:00:06 p. m.,"1011","26.4","32","946"
1/15/2021 12:01:06 p. m.,"1042","26.5","32","946"
1/15/2021 12:02:06 p. m.,"1062","26.5","32","946"
1/15/2021 12:03:06 p. m.,"1090","26.5","32","946"
1/15/2021 12:04:06 p. m.,"1095","26.5","32","946"
1/15/2021 12:05:06 p. m.,"1132","26.5","32","946"
1/15/2021 12:06:06 p. m.,"1149","26.5","32","946"
1/15/2021 12:07:06 p. m.,"1145","26.5","32","946"
1/15/2021 12:08:06 p. m.,"1173","26.6","32","946"
1/15/2021 12:09:06 p. m.,"1206","26.6","32","946"
1/15/2021 12:10:06 p. m.,"1225","26.6","33","946"
1/15/2021 12:11:06 p. m.,"1251","26.6","33","946"
1/15/2021 12:12:06 p. m.,"1306","26.7","33","946"
1/15/2021 12:13:06 p. m.,"1251","26.7","33","946"
1/15/2021 12:14:06 p. m.,"1012","26.7","32","946"
1/15/2021 12:15:06 p. m.,"821","26.6","32","946"
1/15/2021 12:16:06 p. m.,"700","26.6","31","946"
1/15/2021 12:17:06 p. m.,"692","26.7","31","946"
1/15/2021 12:18:06 p. m.,"649","26.6","31","946"
1/15/2021 12:19:06 p. m.,"614","26.7","31","946"
1/15/2021 12:20:06 p. m.,"583","26.7","31","946"
1/15/2021 12:21:06 p. m.,"559","26.7","31","946"
1/15/2021 12:22:06 p. m.,"555","26.7","31","946"
1/15/2021 12:23:06 p. m.,"552","26.7","31","946"
1/15/2021 12:24:06 p. m.,"527","26.8","31","946"
1/15/2021 12:25:06 p. m.,"510","26.8","31","946"
1/15/2021 12:26:06 p. m.,"504","26.8","31","946"
1/15/2021 12:27:06 p. m.,"477","26.8","30","946"
1/15/2021 12:28:06 p. m.,"482","26.7","30","946"
1/15/2021 12:29:06 p. m.,"475","26.8","30","946"
1/15/2021 12:30:06 p. m.,"474","26.8","30","946"
1/15/2021 12:31:06 p. m.,"459","26.8","30","946"
1/15/2021 12:32:06 p. m.,"481","26.8","30","946"
1/15/2021 12:33:06 p. m.,"474","26.8","30","946"
1/15/2021 12:34:06 p. m.,"484","26.9","30","946"
1/15/2021 12:35:06 p. m.,"458","26.9","30","946"
1/15/2021 12:36:06 p. m.,"484","26.9","30","946"
1/15/2021 12:37:06 p. m.,"443","26.8","30","946"
1/15/2021 12:38:06 p. m.,"444","26.9","30","946"
1/15/2021 12:39:06 p. m.,"441","26.9","30","946"
1/15/2021 12:40:06 p. m.,"423","26.9","30","946"
1/15/2021 12:41:06 p. m.,"447","26.9","30","946"
1/15/2021 12:42:06 p. m.,"466","26.9","30","946"
1/15/2021 12:43:06 p. m.,"434","27.0","30","946"
1/15/2021 12:44:06 p. m.,"496","27.0","30","946"
1/15/2021 12:45:06 p. m.,"531","27.0","30","946"
1/15/2021 12:46:06 p. m.,"512","27.0","30","946"
1/15/2021 12:47:06 p. m.,"492","27.0","30","946"
1/15/2021 12:48:06 p. m.,"488","27.0","30","946"
1/15/2021 12:49:06 p. m.,"472","27.1","30","946"
1/15/2021 12:50:06 p. m.,"465","27.1","30","946"
1/15/2021 12:51:06 p. m.,"468","27.1","30","946"
1/15/2021 12:52:06 p. m.,"501","27.1","30","946"
1/15/2021 12:53:06 p. m.,"512","27.1","30","946"
1/15/2021 12:54:06 p. m.,"492","27.1","30","946"
1/15/2021 12:55:06 p. m.,"507","27.2","30","946"
1/15/2021 12:56:06 p. m.,"494","27.2","30","946"
1/15/2021 12:57:06 p. m.,"503","27.2","30","946"
1/15/2021 12:58:06 p. m.,"492","27.2","30","946"
1/15/2021 12:59:06 p. m.,"469","27.2","30","946"
1/15/2021 1:00:06 p. m.,"482","27.2","30","946"
1/15/2021 1:01:06 p. m.,"452","27.3","30","946"
1/15/2021 1:02:06 p. m.,"566","27.3","30","946"
1/15/2021 1:03:06 p. m.,"522","27.3","30","946"
1/15/2021 1:04:06 p. m.,"503","27.3","30","946"
1/15/2021 1:05:06 p. m.,"489","27.3","30","946"
1/15/2021 1:06:06 p. m.,"500","27.3","29","946"
1/15/2021 1:07:06 p. m.,"504","27.3","30","946"
1/15/2021 1:08:06 p. m.,"494","27.4","30","946"
1/15/2021 1:09:06 p. m.,"494","27.4","30","946"
1/15/2021 1:10:06 p. m.,"499","27.4","30","946"
1/15/2021 1:11:06 p. m.,"486","27.4","30","946"
1/15/2021 1:12:06 p. m.,"491","27.4","30","946"
1/15/2021 1:13:06 p. m.,"491","27.5","30","946"
1/15/2021 1:14:06 p. m.,"497","27.5","30","946"
1/15/2021 1:15:06 p. m.,"481","27.5","29","946"
1/15/2021 1:16:06 p. m.,"484","27.5","29","946"
1/15/2021 1:17:06 p. m.,"499","27.5","29","946"
1/15/2021 1:18:06 p. m.,"502","27.5","30","946"
1/15/2021 1:19:06 p. m.,"505","27.5","30","946"
1/15/2021 1:20:06 p. m.,"497","27.5","29","946"
1/15/2021 1:21:06 p. m.,"487","27.5","29","946"
1/15/2021 1:22:06 p. m.,"482","27.5","29","946"
1/15/2021 1:23:06 p. m.,"495","27.5","29","946"
1/15/2021 1:24:06 p. m.,"504","27.5","29","946"
1/15/2021 1:25:06 p. m.,"483","27.5","29","946"
1/15/2021 1:26:06 p. m.,"440","27.5","29","946"
1/15/2021 1:27:06 p. m.,"448","27.5","29","946"
1/15/2021 1:28:06 p. m.,"442","27.5","29","946"
1/15/2021 1:29:06 p. m.,"425","27.5","29","946"
1/15/2021 1:30:06 p. m.,"413","27.5","29","946"
1/15/2021 1:31:06 p. m.,"421","27.5","29","946"
1/15/2021 1:32:06 p. m.,"409","27.5","29","946"
1/15/2021 1:33:06 p. m.,"407","27.5","29","946"
1/15/2021 1:34:06 p. m.,"411","27.5","29","946"
1/15/2021 1:35:06 p. m.,"388","27.5","29","946"
1/15/2021 1:36:06 p. m.,"390","27.4","29","946"
1/15/2021 1:37:06 p. m.,"390","27.4","29","946"
1/15/2021 1:38:06 p. m.,"380","27.4","29","946"
1/15/2021 1:39:06 p. m.,"397","27.4","29","946"
1/15/2021 1:40:06 p. m.,"375","27.4","29","946"
1/15/2021 1:41:06 p. m.,"396","27.4","29","946"
1/15/2021 1:42:06 p. m.,"399","27.4","29","946"
1/15/2021 1:43:06 p. m.,"373","27.4","29","946"
1/15/2021 1:44:06 p. m.,"384","27.4","29","946"
1/15/2021 1:45:06 p. m.,"380","27.3","29","946"
1/15/2021 1:46:06 p. m.,"366","27.3","29","946"
1/15/2021 1:47:06 p. m.,"377","27.4","29","946"
1/15/2021 1:48:06 p. m.,"362","27.3","29","946"
1/15/2021 1:49:06 p. m.,"378","27.3","29","946"
1/15/2021 1:50:06 p. m.,"374","27.3","29","946"
1/15/2021 1:51:06 p. m.,"379","27.3","29","946"
1/15/2021 1:52:06 p. m.,"398","27.3","29","946"
1/15/2021 1:53:06 p. m.,"365","27.3","29","946"
1/15/2021 1:54:06 p. m.,"366","27.3","29","946"
1/15/2021 1:55:06 p. m.,"379","27.3","29","946"
1/15/2021 1:56:06 p. m.,"360","27.3","29","946"
1/15/2021 1:57:06 p. m.,"365","27.3","29","946"
1/15/2021 1:58:06 p. m.,"391","27.3","29","946"
1/15/2021 1:59:06 p. m.,"376","27.3","29","946"
1/15/2021 2:00:06 p. m.,"385","27.3","29","946"
1/15/2021 2:01:06 p. m.,"403","27.3","29","946"
1/15/2021 2:02:06 p. m.,"385","27.3","29","946"
1/15/2021 2:03:06 p. m.,"373","27.3","28","946"
1/15/2021 2:04:06 p. m.,"385","27.2","28","946"
1/15/2021 2:05:06 p. m.,"387","27.3","28","946"
1/15/2021 2:06:06 p. m.,"392","27.3","28","946"
1/15/2021 2:07:06 p. m.,"388","27.3","28","946"
1/15/2021 2:08:06 p. m.,"383","27.3","28","946"
1/15/2021 2:09:06 p. m.,"383","27.2","28","946"
1/15/2021 2:10:06 p. m.,"382","27.2","28","946"
1/15/2021 2:11:06 p. m.,"369","27.2","28","946"
1/15/2021 2:12:06 p. m.,"369","27.2","28","946"
1/15/2021 2:13:06 p. m.,"383","27.2","28","946"
1/15/2021 2:14:06 p. m.,"387","27.2","28","946"
1/15/2021 2:15:06 p. m.,"399","27.2","28","946"
1/15/2021 2:16:06 p. m.,"419","27.2","28","946"
1/15/2021 2:17:06 p. m.,"417","27.2","28","946"
1/15/2021 2:18:06 p. m.,"455","27.2","29","946"
1/15/2021 2:19:06 p. m.,"424","27.2","29","946"
1/15/2021 2:20:06 p. m.,"403","27.2","28","946"
1/15/2021 2:21:06 p. m.,"395","27.3","28","946"
1/15/2021 2:22:06 p. m.,"393","27.2","28","946"
1/15/2021 2:23:06 p. m.,"386","27.3","28","946"
1/15/2021 2:24:06 p. m.,"382","27.3","28","946"
1/15/2021 2:25:06 p. m.,"372","27.3","28","946"
1/15/2021 2:26:06 p. m.,"375","27.3","28","946"
1/15/2021 2:27:06 p. m.,"362","27.3","28","946"
1/15/2021 2:28:06 p. m.,"365","27.3","28","946"
1/15/2021 2:29:06 p. m.,"368","27.3","28","946"
1/15/2021 2:30:06 p. m.,"378","27.3","28","946"
1/15/2021 2:31:06 p. m.,"368","27.3","28","946"
1/15/2021 2:32:06 p. m.,"379","27.3","28","946"
1/15/2021 2:33:06 p. m.,"367","27.3","28","946"
1/15/2021 2:34:06 p. m.,"378","27.3","28","946"
1/15/2021 2:35:06 p. m.,"345","27.3","28","946"
1/15/2021 2:36:06 p. m.,"362","27.4","28","946"
1/15/2021 2:37:06 p. m.,"378","27.4","28","946"
1/15/2021 2:38:06 p. m.,"364","27.4","28","946"
1/15/2021 2:39:06 p. m.,"366","27.4","28","946"
1/15/2021 2:40:06 p. m.,"379","27.4","28","946"
1/15/2021 2:41:06 p. m.,"365","27.4","28","946"
1/15/2021 2:42:06 p. m.,"383","27.4","28","946"
1/15/2021 2:43:06 p. m.,"364","27.4","28","946"
1/15/2021 2:44:06 p. m.,"374","27.4","28","945"
1/15/2021 2:45:06 p. m.,"376","27.4","28","946"
1/15/2021 2:46:06 p. m.,"357","27.4","27","946"
1/15/2021 2:47:06 p. m.,"372","27.4","27","946"
1/15/2021 2:48:06 p. m.,"367","27.4","27","946"
1/15/2021 2:49:06 p. m.,"372","27.5","28","946"
1/15/2021 2:50:06 p. m.,"365","27.5","28","946"
1/15/2021 2:51:06 p. m.,"366","27.4","28","946"
1/15/2021 2:52:06 p. m.,"364","27.4","28","946"
1/15/2021 2:53:06 p. m.,"339","27.4","28","945"
1/15/2021 2:54:06 p. m.,"366","27.5","28","945"
1/15/2021 2:55:06 p. m.,"354","27.5","28","946"
1/15/2021 2:56:06 p. m.,"363","27.5","28","945"
1/15/2021 2:57:06 p. m.,"372","27.5","28","946"
1/15/2021 2:58:06 p. m.,"356","27.5","28","946"
1/15/2021 2:59:06 p. m.,"368","27.5","28","946"
1/15/2021 3:00:06 p. m.,"374","27.5","28","945"
1/15/2021 3:01:06 p. m.,"377","27.5","28","945"
1/15/2021 3:02:06 p. m.,"393","27.5","28","945"
1/15/2021 3:03:06 p. m.,"412","27.5","28","945"
1/15/2021 3:04:06 p. m.,"402","27.6","28","945"
1/15/2021 3:05:06 p. m.,"450","27.5","28","945"
1/15/2021 3:06:06 p. m.,"461","27.6","28","945"
1/15/2021 3:07:06 p. m.,"463","27.6","28","945"
1/15/2021 3:08:06 p. m.,"465","27.6","28","945"
1/15/2021 3:09:06 p. m.,"448","27.6","28","945"
1/15/2021 3:10:06 p. m.,"475","27.6","28","945"
1/15/2021 3:11:06 p. m.,"460","27.6","29","945"
1/15/2021 3:12:06 p. m.,"469","27.7","29","945"
1/15/2021 3:13:06 p. m.,"490","27.7","29","945"
1/15/2021 3:14:06 p. m.,"479","27.7","29","945"
1/15/2021 3:15:06 p. m.,"489","27.7","29","945"
1/15/2021 3:16:06 p. m.,"491","27.7","30","945"
1/15/2021 3:17:06 p. m.,"498","27.8","30","945"
1/15/2021 3:18:06 p. m.,"514","27.8","30","945"
1/15/2021 3:19:06 p. m.,"503","27.8","30","945"
1/15/2021 3:20:06 p. m.,"507","27.8","30","945"
1/15/2021 3:21:06 p. m.,"516","27.8","30","945"
1/15/2021 3:22:06 p. m.,"523","27.9","30","945"
1/15/2021 3:23:06 p. m.,"518","27.9","30","945"
1/15/2021 3:24:06 p. m.,"546","27.9","30","945"
1/15/2021 3:25:06 p. m.,"512","27.9","29","945"
1/15/2021 3:26:06 p. m.,"528","27.9","29","945"
1/15/2021 3:27:06 p. m.,"511","27.9","29","945"
1/15/2021 3:28:06 p. m.,"527","28.0","29","945"
